;Column1;level_0;Id;Text;Label
114;114;27387;27387;@janoschdahmen @dieschmidt @till_steffen @MAStrackZi @KatrinHelling @DirkWieseSPD Diese Impfpflicht ist verfassungswidrig!! Ihr Verbrecher wisst das ganz genau!! Schämt euch... Rücktritt der  gesamten Regierung!!!😡😡;Choose�
115;115;49554;49554;"@BMG_Bund @Karl_Lauterbach Alter Schweden... ich habe ja schon von vielen Leuten gehört das die ihre Kohle für irgendeinen Schrott ausgegeben haben,  aber das hier übersteigt die Grenze der Dummheit um ein vielfaches 🤦‍♂️🤦‍♂️🤦‍♂️
Wie kann man so ein Hirnlos mit dem Geld der Bürger umgehen 🙈";Choose�
116;116;66254;66254;@AfDProtschka Wohl eher bei den Putinfreuden ihr Vaterlandsverräter. Danke für nichts!;Choose�
117;117;29271;29271;@MarcoBuschmann Die @fdp und ihre Vertreter sind solch armseligen Lügner. #FDPrausausderRegierung #FDP #FDPkannweg #fremdschaemen https://t.co/qzvEhROjmW;Choose�
118;118;38185;38185;@TKuban96 Wer Ist wir Vollpfosten ?;Choose�
119;119;60640;60640;@BerndK200 @AnneWillTalk @DasErste @Karl_Lauterbach @MarkusBlume @DrJanaSchroeder @annewill Oh ein Schaf, mäh, mäh;Choose�
120;120;69214;69214;@StBrandner Schon Scheiße wenn die eigene Klientel der Angreifer ist, wenn man doch vorher so schön gegen die Angreifer hetzte. Wäre ja nicht das erste Mal dass euer Haufen so verfährt. Wird sich ein neuer Aufreger für eure Fanboys finden und wenn ihr dafür noch ein Kantholz erfinden müsst.;Choose�
121;121;3052;3052;@SWagenknecht Wenn man keine Ahnung hat, einfach mal die Fresse halten…;Choose�
122;122;32193;32193;@kristine_lutke @AnikoMerten @ria_schroeder @Valentin_C_Abel @MartinGassner Was für asoziale, menschenverachtende Spinner seid ihr denn?;Choose�
123;123;53261;53261;@Karl_Lauterbach Hättest mal lieber Fleisch essen sollen, dann wärst du auch kein Dummkopf geworden.;Choose�
124;124;41728;41728;@c_lindner Du schon wieder !!!!!!!,übrigens meine Katze hat DURCHFALL das darf nicht in Vergessenheit geraten 🐺🐺🐺;Choose�
125;125;50103;50103;"@Karl_Lauterbach Wie immer bespielen Sie den plakativen Modus der ""vielen Toten"",der einen im Widerspruch als Unmensch dastehen ließe. Aber:stimmen die Zahlen überhaupt? 200 Tote? MIT o. AN Covid? Begleiterkrankungen? Alter? Wie wäre tatsächliche Risikoeinschätzung anstatt Maßnahmen Propaganda??";Choose�
126;126;21823;21823;An alle Kritiker von @OlafScholz‼ https://t.co/ZvvcMEEq8m;Choose�
127;127;65805;65805;@huhnerbaron @wmoebius @Geli46635590 @StBrandner Diese Regierung ist die größte Beleidigung der Welt. Die Welt lacht über Deutschlands Regime. Und zu ihnen Komiker @huhnerbaron kaum erlaubt sich mal jemand diesem Abschaum die Wahrheit zu sagen, schon ist ein Linker da und nennt einen Nazi oder AFDLer.👻👻👻 erbärmlich;Choose�
128;128;33446;33446;"@TTellinghusen @csu_bt @Markus_Soeder @AndreaLindholz Ich verstehe nicht, warum die CDU/CSU erst jetzt ihre Fehler aus 16 Jahren Mist + Korruptenswirtschaft entdeckt und versucht, die der Ampel in die Schuhe zu schieben.
Gelogen und betrogen, nur die eigenen Pründe gesichert.
Der Doofe Wähler merkt das ja nicht.
Das ist Euer Fehler. https://t.co/t0SZ9l8a98";Choose�
129;129;13757;13757;@sven_kindler @janoschdahmen @BMWK @BMFSFJ Warum muß eine Steuersenkung pauschal sein? Wollt Ihr uns veralbern? Man kann ja wohl auch eine Steuersenkung für Geringverdiener machen, natürlich nur, wenn man das will!!!🤢 Haben etwa mehr als 20% von Euch keinen Abschluss? Unfassbar!;Choose�
130;130;50212;50212;@KritishBurzhaar @sneaketh1 @janusz81 @Flying__Doc Natürlich Propaganda dieser Flying Doc. Die HNO-Wurst aus SH heult rum weil die Impf-Gewinne schrumpfen. Unzählige Ärzte haben jeden Anstand über Bord geworfen und bereichern sich am Leid anderer - gedeckt und bezahlt von der Pharma-Marionette @Karl_Lauterbach.;Choose�
131;131;37585;37585;"@n_roettgen Ich hab doch alle die Weisheit mit löffeln gefressen. Hier auf Twitter die große fresse aber selber nicht in der Politik tätig. Was soll das? Bringt uns das weiter? Habt ihr kein Vertrauen mehr in die deutsche Politik? Wir wollen Frieden und KEIN KRIEG.
❤️❤️❤️";Choose�
132;132;17203;17203;@janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Schwätzer...sage ich als Geboosterter. Sie sind alle so in die falsche Richtung abgebogen, ich hoffe eine Mauer stoppt euch alle;Choose�
133;133;84118;84118;@ECMOKaragianni1 @janoschdahmen Zu deutsch: Nix. No problems. Maßnahmen beenden, Ihr Volldeppen! #GameOver;Choose�
134;134;44118;44118;@milbrath_pierre @Karl_Lauterbach Unverfroren und stupide. Er gibt nicht auf, sondern macht sich lieber noch vollends lächerlich. Er weiß nicht, wann es zu Ende ist. #EsistvorbeiKarl;Choose�
135;135;71897;71897;"Google sind alte klamotten ich bin die neue gute hitler internet generation! 2minuten 2500besucher größer 1 Domain #Dongi @ABaerbock @OlafScholz @c_lindner @CDU_BW @StadtRastatt@AndrzejDuda @JCNuernberg #Jobcenter @ntvde @welt @BILD #Fußball #Bundesregierung @fdp
 
@spdde";Choose�
136;136;30341;30341;@MarcoBuschmann Noch ein Heuchler!🙄👎;Choose�
137;137;30687;30687;"@A_Kater2022 @CoMe200960 @MarcoBuschmann Ihr habt fertig. Andere kritisieren und mit der Faust auf eine wehrlose Frau einschlagen (lassen).

Halt deinen Mund hab ich gesagt!

Verlogenes Pack.";Choose�
138;138;63627;63627;"@xDaveBravex @Karl_Lauterbach Du kamst doch mit Freiheit und daraufhin sagte ich dir nur das ich meine Freiheit nicht eingeschränkt sehe. 

So wie es aktuell ist kann man auch alles lassen außer der Maskenpflicht... beim Rest ist wenig aktuell relativ wenig nutzen/Sinn.";Choose�
139;139;73259;73259;@janoschdahmen Was bist du nur für kleines Männchen!!;Choose�
140;140;7537;7537;@Donerl4 @satisfymysoul93 @Karl_Lauterbach @Beatrix_vStorch @GansGruen Schau welchen Vollpfosten die so folgt, dann verstehst Du auch warum sie diese widerliche AfD Politikerin verteidigt.;Choose�
141;141;38083;38083;"@_FriedrichMerz Ich finde es immer perfide, wie sich die oberen Politiker einbilden für ein ganzes Volk sprechen zu können. Angst schüren und das auf den Rücken der Bürger! #Ukraine #Angriffskrieg #Kriegserklaerung 
Wieso verhandelt man nicht um eine Volksabstimmung in diesen Gebieten?";Choose�
142;142;45910;45910;@Barbara43549050 @GermanusHeiko @WDRaktuell @Karl_Lauterbach Wirklich inwieweit unterstützt das die Hospitalisierungs-, ITS- und Todeszahlen. Sind die auch nur herbeigetestet ? Ihr #Wichswichtel seit so lächerlich.;Choose�
143;143;79447;79447;@ThomasBurkhartB @phoenix_de @ABaerbock @AuswaertigesAmt Werden Sie nicht frech. Ich bin Doktor der Politikwissenschaft, und Sie wollen aggressiv werden. Ich mag nicht den Pöbel wie Sie. Sie  können nicht mal diskutieren. Gehen Sie raus aus der Politik hier, bitte.;Choose�
144;144;2770;2770;"@SWagenknecht OMG 😱 
Sich Erpressen lassen? seine Souveränität aufgeben? 
Jetzt ist die Feigheit der anderen Parteien schon eine Qual. Aber die Linke Putin Propaganda... 🤮 
Wie fühlt es sich an Hitler 2.0 zu folgen oder gewinnen zu lassen? Putin droht 15 Millionen Juden mit Atomwaffen.";Choose�
145;145;59504;59504;"@brainonoff @mueller_sepp @Karl_Lauterbach Da staut sich so Einiges zusammen was mich richtig wütend macht.
Wenn man es ganz genau betrachtet, taugt Keiner etwas der da oben sitzt.
Entlastung finden Bürger nicht, immer schön drauf zahlen, aber die Diäten steigen.
Komisch, mein Gehalt  nicht.";Choose�
146;146;51059;51059;@polenz_r @Karl_Lauterbach Oh der CDU Parteisoldat, der gerne die Bürger weiter erpressen und gängeln lassen will.;Choose�
147;147;6452;6452;@Alice_Weidel zeigt im #Bundestag gerade wieder eindrucksvoll, wie dumm sie ist. So ein widerliches Stück Nazischeiße. 🤮;Choose�
148;148;34349;34349;@n_roettgen Hey, nicht die Geschichte verdrehen! Nicht Russland ist an die NATO Grenze gerückt sondern die NATO am die Grenze zu Russland! Sie Depp!!!😡  Nichts für ungut.;Choose�
149;149;86105;86105;@chrisigleich @jensspahn Ich fürchte du verstehst nicht ganz wie unser Steuersystem funktioniert. Nein es würde effektiv Geringverdiener entlasten und nicht nach Gießkannenprinzip überproportional die Gutverdiener, wie mit der Pendlerpauschale!;Choose�
150;150;28874;28874;"Hat es in der deutschen Geschichte irgendwann schon einmal Zeiten gegeben, in denen Politiker so schamlos und kackfrech dem Volk ins Gesicht gelogen haben?

@Bundeskanzler @ABaerbock @MarcoBuschmann @TschenPe @Markus_Soeder @MPKretschmer
#dankefueralles #TeamGeisterfahrer";Choose�
151;151;52764;52764;@Karl_Lauterbach Wer bei  mir noch mal einer kommt Omnicom leichter Verlauf der kriegt es  mit zutuen u richtig Stress auch bei Omnicom ist mit schweren Verläufen zu rechnen ,wie in meiner eigenen Familie also Fresse halten ihr da draußen vor allen Dingen die  Wagenknecht.. hoffe das s es bek.;Choose�
152;152;9223;9223;@Ricarda_Lang Wenn man keineAhnung hat, einfach mal die Fresse halten. Alte chinesische Lebensweisheit. Scheiß Diktaturstaat. Ich meine natürlich Katar🤮;Choose�
153;153;33973;33973;@n_roettgen Ich schlage vor, kein € mehr zu bezahlen. Die Putins-Maschine bleib dann endlich stehen.;Choose�
154;154;5988;5988;@LassUnsNageln @haenschen1000 @peterroemerac @Alice_Weidel Blocken ist Höchststrafe. Da weint Herr Römer jetzt bestimmt die ganze Nacht. Rechte Dumpfbacke.;Choose�
155;155;14935;14935;"@maybritillner @Bundeskanzler @spdbt @EskenSaskia @OlafScholz @spdbt @SPDEuropa @spdde
@KuehniKev @EskenSaskia

Schickt @OlafScholz auf einen Wahrheitskurs für Anfänger!

Diese Schönrederei &amp; rumgeeiere um zum Himmel stinkende Schei...
ist NUR NOCH EKELHAFT !!!

Sch... bleibt Sch...

Tacheles v #Habeck &amp; @ABaerbock ist unheimlich WOHLTUEND";Choose�
156;156;9569;9569;"@Obi1nairobi1 @matzeb2007 @MikeZelot @KonstantinNotz 😅😅😅, ja richtig. 
Ich gucke es ja nicht.😅😅Ich habe es nur meinem 4 jährigen Enkel gezeigt und der hat es so ausgesprochen. 😅😅
Und das gucken Sie? Ich habe erst gedacht, das es ein Stück Käse ist.🧀 Aber weder der Schwamm oder der Käse bringen uns hier weiter.";Choose�
157;157;84190;84190;@ARD_BaB @ABaerbock Hat Merkel scho gereicht jetzt kommt sie daher! De Politik vernichtet Deutschland weiter u. sie sehen es bis heute nicht wie blöd einer sein kann. Bürger zahlen auf Rechnungen drauf. die Politik zahlt u. zahlt ohne Ende. Deutsche Politik war scho immer ein benutztes Klopapier.;Choose�
158;158;82439;82439;@BinGanzBrav @GansGruen Und nein, es ist nicht Satire, die finden das so und es ist sowohl biologisch, als auch gendertheoretisch komplett Mist.;Choose�
159;159;14012;14012;"@Whereismymodel3 @FrankfurtZack @Ricarda_Lang @RenateKuenast @janoschdahmen Service-Tweet

Liebe @Die_Gruenen

Sachlich berechtigte Kritik und übelste Beleidigungen (Künast) sind zwei unterschiedliche Dinge und gehören nicht in einen Topf.

@janoschdahmen hat sich verrannt und sollte dies eingestehen. Er ist hier Täter und nicht Opfer.";Choose�
160;160;33752;33752;"@Stina2312 @n_roettgen Blödsinn. Was kommt als nächstes? Nur noch in Bitcoin? Gold? Erstgeborene? 
#Tyrann
#PutinIsaWarCriminal 
Lies mal, #FCKPTN ist längst eskaliert. 👇
https://t.co/v8H3jVCoDk";Choose�
161;161;58190;58190;@Karl_Lauterbach @DrTedros Deine Impflicht kannst Dir in den Arsch schieben! Ich bin geboostert und werde mich nicht mehr impfen lassen! Seit dem Boostern habe ich beim sprechen oft einen Hustenreiz! Schlechter Luft bekomme ich auch ! Verpiss Dich mit der Pflicht! Ich Scheisse auf Dich und die dreckige 🚦;Choose�
162;162;20563;20563;"@OlafScholz Lieber Olaf ab morgen sind alle nazi s die dich nicht mögen.
🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈🙈
Geht nicht mal Rücktritt.
Ist das die roteline kein Schritt weiter. https://t.co/gnCPeyUGrw";Choose�
163;163;63016;63016;@MatzeG13 @Karl_Lauterbach @BILD @welt Ja, weil nur noch Dumme sich den Mist anschauen 🤗;Choose�
164;164;759;759;@Sonnennutzer @ingo1960 @Amira_M_Ali D E M O K R A T I E!!! Da zur Bundestagswahl nur Pest oder Cholera zur Auswahl standen...haben wir jetzt das Übel.☹️;Choose�
165;165;24728;24728;@OlafScholz Nach diesem Aufruf stürmen die Querdenker gaaanz sicher die Impfzentren. Hoffnung alleine reicht leider nicht! #Impfplicht;Choose�
166;166;52774;52774;@julia_a_noack @Karl_Lauterbach @Karl_Lauterbach ist nur noch eine Witzfigur. Die Kombi aus „ständig warnen, wie gefährlich Covid ist“ und „alle Maßnahmen aufheben“ ist eigentlich schon Gaslighting. Oder kognitive Dissonanz?;Choose�
167;167;40568;40568;@maxmordhorst Wenn man sich weniger auf die AfD als Gegner fokussieren würde, hätte es vielleicht auch mit dem Wiedereinzug geklappt. Aber da man ja lieber Inzucht mit den linken Parteien betreibt, sollte man sichvauch nicht beschweren.;Choose�
168;168;75434;75434;@janoschdahmen Sprach der Oberspacken der keine Ahnung vom Thema hat. https://t.co/ZcJ3yjwi2j  #dahmeleugt, einfach ma, die fresse halten wenn man nichts ausser spalten, verleumden und lügen kann und von dem besonder viel;Choose�
169;169;58220;58220;@PIRATEN_Saar @Karl_Lauterbach @BillGates Leider ist die Angstmacherei mit Computerchips nicht mehr trendy, man macht jetzt Angst mit Unfruchtbarkeit, Krebs und andere Erkrankungen wenn man sich Impfen lässt. Die Menschen glauben die Impfung könne noch in 10 Jahren Schaden anrichten...;Choose�
170;170;80917;80917;@GrueneBundestag @GansGruen Hier gibt es Bürger die ihren Strom nicht bezahlen können dank eurer Politik und ihr quatscht hier so einen Dünnschiss 🤮🤮🤮;Choose�
171;171;48596;48596;@Daywalk77174021 @Steffen12111978 @Hosenmaus1 @Karl_Lauterbach Lass es doch, du Knaller kapiert das erwiesener maßen, ohnehin nicht. Mit jedem Tweet machst du dich noch mehr lächerlich armer armseliger frustrierte Mensch;Choose�
172;172;37079;37079;@francalehfeldt @_FriedrichMerz Merz hat sich an der letzten Bundesregierung abgearbeitet. Eine Koalition besteht aus Kompromiss. Diese ebenso. Bitte fangt wieder an Politik zu erklären anstatt irgendeinen polemischen Scheiss zu posten. Die Leute glauben Euch und gehen dann Montags demonstrieren!;Choose�
173;173;3014;3014;"@SWagenknecht Ganz ehrlich: Ihre Oppositionsarbeit ist zum kotzen. Immer in die Mitte; immer diese Unlogik - das ewige gequatsche vom Frieden in Zeiten der Asche - und alles in devotester Haltung an Putins Arsch. Ich meine: Irgendwann muss man doch mal ein wenig Ehre haben und aufrecht gehen.";Choose�
174;174;65862;65862;@StBrandner Dummschwätzer;Choose�
175;175;10510;10510;@svenlehmann 8 Jahre zu spät ihr Heuchler;Choose�
176;176;29039;29039;@MarcoBuschmann Komisch, es fühlt sich kein Stück wie 'Normalität' an. Aber es kann natürlich sein, dass sich die derzeitigen Zuständen als 'normal' identifizieren...;Choose�
177;177;82046;82046;@M_Ziesmann @janoschdahmen @ZDF @ZDFheute Was für ein Huso;Choose�
178;178;22463;22463;@TKCologne81 @Kricke1905 @OlafScholz @ABaerbock Lächerlich, sich für etwas zu feiern, was mit der eigenen Politik in Zahlen null zu tun hat.;Choose�
179;179;85469;85469;"@EU_ScienceGeek @sanice77 @HalleVerkehrt @Keeper_86 @Sandra_Hoehne @SchaferCorinna @1yk0s @GansGruen @GeorgineKellerm Ich verstehe dieses Problem (Toilette) nicht. ""Frauentoiletten"" haben abschließbare Kabinen. Und wenn Frauentoiletten bei Veranstaltungen überfüllt waren bin ich auch schon mal zur Tür mit dem Männchen rein....";Choose�
180;180;67937;67937;"@StBrandner Wir Bürger werden mit #ekelhAfDen ""Politikern"" überlastet. Die #BrauneSekte hat überhandgenommen.
#AfD Beenden!  #Brandner ins Klo sperren!
#AafD #ArschfD #AfDrausausdenParlamenten https://t.co/p0O0Gp5OqH";Choose�
181;181;44607;44607;@WDRaktuell @Karl_Lauterbach ich lebe in Spanien, alles vorbei mit Corona Regeln, ab heute, ist Covid19 in allen Formen ein normales Krankheitsbild. 👍Dank ueber 90% richtig geimpfter! Bedankt euch bei den Querdenker Hohlkoepfen. Auch hier laest die PISA Studie gruessen. Nur FB reicht nicht😭;Choose�
182;182;4253;4253;@SWagenknecht kapieren die nato trolle nicht oder wollen es nicht.;Choose�
183;183;70254;70254;@janoschdahmen Ich dachte immer KL ist der größte Quacksalber in der Politik… aber Sie toppen alles!!!;Choose�
184;184;31634;31634;@janoschdahmen @dieschmidt @DirkWieseSPD @till_steffen @KatrinHelling @MAStrackZi Hau ab  Du Vogel.;Choose�
185;185;65040;65040;@StBrandner Weißt der Depp nicht, wie man sich auf Arabisch begrüßt?;Choose�
186;186;69148;69148;@StBrandner Witzbold...das lag sicher nicht an der AfD!;Choose�
187;187;68065;68065;"@AfDimBundestag @Tino_Chrupalla @Alice_Weidel faschistische Heuchler #afdverbotjetzt 
https://t.co/Y4RsaSc6nQ";Choose�
188;188;62680;62680;@Karl_Lauterbach Wer's glaubt wird selig. Die Maßnahmen waren so wirkungsvoll wie eine Wasserpistole gegen einen Waldbrand und wir könnten uns den ganzen Mist locker schenken. Unsere Politik ist nur zu feige es zuzugeben.;Choose�
189;189;52986;52986;@RomanFischer78 @Hosenmaus1 @Karl_Lauterbach @WHO Ach, ein Schluchtenscheißer bist du ja auch noch. Den wievielten GM habt ihr denn mittlerweile verbraucht. Der letzte hat ja die Mücke gemacht;Choose�
190;190;70013;70013;@MalteKaufmann Was so ein richtiger Lutscher ist, weint halt wegen nem Stübchen rum. Du bist eine Mietzekatze.;Choose�
191;191;19584;19584;@MiRo_SPD Meine Güte, so langsam habt ihr wirklich einen am Sender. Spinnt ihr eigentlich? Was soll dieser Scheiss-Aktivismus überhaupt? Ihr wisst schon nie, wann's mal genug ist. Aber ja, #SPD, sind doch die ohne rote Linien..;Choose�
192;192;17178;17178;"@till_steffen #GruenerMist 
Niemals werde ich mich mit diesem MRNA-Dreck impfen.
Dass gerade NoGruene diese künstliche Scheisse pushen, lässt in mir die Frage aufsteigen, was in dem Dreck wirklich drin ist? Philanthropen seid Ihr NoGruene wirklich nicht.
#Impfpflichtneindanke";Choose�
193;193;37535;37535;"@_FriedrichMerz Jetzt muss ich mich weltweit für unsere Warmduscher
Kuschel Gutmenschen schämen! Ein Kind als Außenministerin, eine Oma als Verteidigungsministerin, ein Zwerg als Kanzler. Deutschland macht sich weltweit lächerlich und mitverantwortlich!";Choose�
194;194;62718;62718;"@Karl_Lauterbach Panik Karl

Ich warte immer noch auf meine erste Corona Infektion. Ich lebe bis auf eure Beschränkungen ganz normal, bin und bleibe ungeimpft und kann euch Volksverhetzer nicht verstehen. Die einzige Angst die mir Corona macht ist die Impfung, aber bevor ich mir diesen Dreck";Choose�
195;195;65097;65097;"@JanySchneider16 @SealiixOne @heavyblogging @StBrandner Typisch primitives AfD-Niveau.
Aber das ist normal. So sind AfDler halt.

Auch normal ist das die AfD nach Skandal-Aussagen wieder zurückrudert indem sie es entweder als Ironie oder wie von Storch es so poetisch ausdrückt als „mausgerutscht“ bezeichnet.";Choose�
196;196;86359;86359;@JoWadephul @_FriedrichMerz @cducsubt Verlässliche Partner sind für Deutschland auch nur soche Kriegsverbrecher und Massenmörder wie die USA. Länder welche die Menschenrechte und Freiheit mit Füßen getreten wie Saudi-Arabien und Katar. Aber was will man sonst auch für Partner nach dem 3. Reich erwarten. Gleiches halt;Choose�
197;197;27798;27798;@SusanneBaessler @nhaerting Ich würde mich freuen, wenn @MarcoBuschmann den Freiheitswillen der Bürger tatsächlich unterstützt. Nach zwei Jahren Corona habe ich große Zweifel an der Politik. Auch die Aufarbeitung wird eines Tages notwendig, wenn es sich zeigen wird, dass die Maßnahmen untauglich waren.;Choose�
198;198;60656;60656;@BMG_Bund @Karl_Lauterbach @aktuelle_stunde Lauterbach erzählt seit 2 Jahren nahezu unwidersprochen Scheiße. Ich pisse auf diese lobbygesteuerte Clownrepublik.;Choose�
199;199;64943;64943;@Nicole_Hoechst Dreckstück… du auch.. 🤷‍♂️🤷‍♂️;Choose�
200;200;72980;72980;Versteht ihr dass 100, 1000ende Ukrainer, 🇺🇦 Soldaten, Frauen, Kinder sterben während ihr feige und träge nichts tut? Waffen, Flugzeuge, jetzt! @OlafScholz @ABaerbock Ihr seit mitschuldig!!! https://t.co/NeS5XKXXob;Choose�
201;201;71272;71272;@GrueneBundestag @katdro Ja klar Ihr Schalter ja alles aus was gut und wichtig, WIE ATOM STROM...aber die Grüne Verbots Partei weiß ja alles besser und wir müssen es ausbaden...besser abtretten und nicht noch mehr Mist machen was DEUTSCHLAND schadet👎👎👎👎😎😎😎😎🙏🙏🙏;Choose�
202;202;45127;45127;"@Tinettchen1 @Karl_Lauterbach Wäre ja geil, wenn er zurück schreiben würde:
„Dann machen sie doch was, ich hab keinen Bock mehr."" 🤭 Wäre wenigstens ehrlich.";Choose�
203;203;58934;58934;@sebast_hartmann @helgelindh Danach schön in den Arm genommen und einen Wein trinken gegangen, oder? Eure Schmierenkomödie ist so lächerlich.;Choose�
204;204;70409;70409;"@SilkeGebel @Ricarda_Lang @GrueneFraktionB @BaharHaghani @s_kahlefeld @AnjaKofbinger @janevabr @susannemertens_ @BriHasselmann @katdro @ulle_schauws ""Supporten""? Ich weiß, Ihnen ist alles Deutsche zuwider, aber das ist wirklich unglaublich lächerlich.";Choose�
205;205;83270;83270;@GoeringEckardt Wie kann man von einer Wahl sprechen wenn der Gegenkandidat schon im Vorfeld abgewürgt wurde. Lächerlich. Ich weiß nicht was ihr regiert, aber das Deutschland in dem ich lebe ist es nicht.;Choose�
206;206;27662;27662;@christianduerr Ach, kommen die Herren der #AFdP nicht mit direkter Kritik aus der Bevölkerung klar? Habt ihr Vogel geglaubt dass Euch Denkmäler gebaut werden? Die könnt ihr bei den Schwurblern auf Telegram suchen. Das geht alles auf Euer Konto.;Choose�
207;207;47347;47347;"@schluetersalzk1 @fdpbt @spdbt @GrueneBundestag @Karl_Lauterbach 😂 Ja, ne is klar. Jetzt machen die BL weiter mit flächendeckenden ""HotSpots"". Fredomday am Arsch!";Choose�
208;208;55915;55915;@Karl_Lauterbach https://t.co/dLRUdXjUma Widerliches Arschloch !;Choose�
209;209;71314;71314;"@dergruenemax @emiliafester Peinlich und dumm. Sowohl das Kleinkindvideo als auch Kritiker als rechte Hetzer abzustempeln. Wäre Impfung der Weg aus der Pandemie, wäre das mit 80% Impfquote + den Genesenen längst getan. Impfstoffe wirken kaum, bergen Nebenwirkungen &amp; Durchseuchung der Erkältung läuft aktuell";Choose�
210;210;7776;7776;@Sipora_leWatt @JohannesSteup @Beatrix_vStorch Diese Figuren nennen sich AfD uns sind so etwas wie die NSDAP-Nachfolgeorganisation. Schämen muss man sich für die aber nur, wenn man selber Nazi ist. Wieso fragen Sie?;Choose�
211;211;80261;80261;@DJanecek Wie wäre es denn mit: Wer sich impfen lassen will, kann das machen. Wer nicht, der lässt es eben?! Hm ? Und jetzt kommen Sie mir nicht mit der Überlastung von ITS. Damit machen Sie sich bestenfalls lächerlich... 🤨;Choose�
212;212;76595;76595;"@gerdlippold @BHerrmann_ @Gruen_WGuenther @mdrde Darum ging's doch gar nicht. Ihr Boss und unser Minister hat Mist erzählt. 

Der Gasverbrauch wird bei weiterem #EE Ausbau steigen und nicht sinken.

Aktuell 16% und nach ihren eigenen Planungen in 2030 20% Gasanteil in der Stromerzeugung 🤷. https://t.co/EoV03XkRjY";Choose�
213;213;40279;40279;@starkwatzinger Wenn ich lese, dass die FDP gegen Schutzmaßnahmen klagt, die die überwältigende Mehrheit der Bürger wollen, die sie angeblich regieren, darf man keine Glückwunschkarten erwarten. Entscheidungen wie die zum IfSG sorgen für Leid und Tote. Sorry, dass wir kein Konfetti werfen.;Choose�
214;214;42949;42949;@c_lindner Penner! Mein Fahrrad 🚲 benötigt aber kein Benzin?! Was bekomme ich?! 🤬 #Benzinpreis;Choose�
215;215;50368;50368;"@STBAER66 @PeppermintPett6 @Karl_Lauterbach Lass sie ab und bei einer Infektion bitte zu Hause im Bett bleiben.
Im Klinikum haben die keinen Bock Schwurbler ständig umzudrehen.
Bei Atemnot reicht ein Inhalator.";Choose�
216;216;72383;72383;@BriHasselmann @emiliafester Nur haben wir keine Demokratie! Andere Meinungen werden gecancelt,  man wird als Aluhut und Nazi bezeichnet, weil nur die EINE Meinung zählt. Schämt euch, ihr werdet euch alle noch vor Gericht verantworten müssen.  Die vielen Impftoten lassen sich nicht mehr verheimlichen!;Choose�
217;217;71827;71827;@BriHasselmann da sind sie wieder_ die drei finger die auf einen selbst zurückzeigen. ich wünsche mir mehr gustav heinemann in der politik: bin ich ein nazi?;Choose�
218;218;19228;19228;@Thomas_Bareiss Der VVN BDA ist für Sie verfassungsfeindlich? Kommt mal runter du Heuchler, ist ja peinlich.;Choose�
219;219;1845;1845;@Dehkahbah @Koshydaingame @Olln75 @SWagenknecht Ich habe keinen Bock genuked zu werden=ich verteidige Putin. Muss man wissen.;Choose�
220;220;14870;14870;"Wie lange wollen sie sich noch von der fdp auf der Nase herumtanzen lassen? 
@spdbt @GrueneBundestag @Ricarda_Lang @EskenSaskia 
Ich habe nicht Grün gewählt um den ganzen fdp-scheiss durch zu winken.
#DieMaskeBleibtAuf https://t.co/8DL5oO8ebX";Choose�
221;221;78111;78111;@ABaerbock @JY_LeDrian @RauZbigniew Was geht hier eigentlich ab? Die Ukraine war noch vor ein Jahr die Böse rechte Nation und auf einmal sind sie die Opfer? Was passiert hier nur, dreht die EU jetzt völlig ab, oder was ist hier los? https://t.co/3nfmrX7S4U https://t.co/zmltMTN1Kn;Choose�
222;222;75404;75404;@Janneausberlin @NancyFaeser @ABaerbock @dpa Das ist unglaublich. Also welche Interessen verfolgt die Ukraine? In der jetzigenUkrainischen Not, würde sogar der Teufel auch Fliegen fressen. Warum rettet die Ukrainenischeführung  nicht die Menschen und legen die Waffen nieder? Lieber produzieren sie schreckliche Bilder;Choose�
223;223;34465;34465;@realTomBohn @tagesthemen Ach du scheiße! Ich habe jetzt Mal 10 Kommentare darunter abgesetzt. Helft mit. @jreichelt @janfleischhauer @gaborsteingart @JuliaKloeckner @_MartinHagen @SZ @faznet #defundÖRR #defundoerr #skandalgez #gezstoppen;Choose�
224;224;42419;42419;@starkwatzinger Oh, juhu! Ich bin so froh! Qualitytime: Ich darf weiterhin jeden Abend meine Zweitklässlerin trösten, die in der Schule gerade wie ein Wanderpokal herumgeschoben wird. Momentan fällt schon die Vertretung der Vertretung ihrer Klassenlehrerin aus;Choose�
225;225;74142;74142;@gruene_jugend @emiliafester Realitätsverlust im Endstadium. Und so eine Gestalt muss ich mitfinanzieren. Diese Regierung ist das ALLER letzte !;Choose�
226;226;55644;55644;@LaiThy89 @oida_grantler @Karl_Lauterbach Alles klar.. wo nun jeder bildungswillige Mensch weiss,das Masken nicht bei Viren helfen.woanders kann man ja Demokratie einfordern,aber nicht bei uns..wie immer..Amis beziehen Öl von Russland,wir sollen dich bitte aufs Gas verzichten,Heuchler überall ..;Choose�
227;227;10397;10397;@zeitonline @Ricarda_Lang @bertpsch Blöde Kuh. Die normalen Leute werden von der Politik schon länger vergessen.;Choose�
