;Column1;level_0;Id;Text;Label
617;617;66599;66599;@Jackisback110 @StBrandner Dem gönne keinen lecker Eierlikör. @StBrandner soll ätzende Prülle saufen. Absichtlich habe ich mich niveaulos ausgedrückt. Ich glaube @StBrandner mag das.#AfDrausausdenParlamenten;Choose�
618;618;1191;1191;@Amira_M_Ali Liebe dielinke....bitte hört auf krasser scheiße zu sein als die FDP...das ist nicht gut für unsere Gesellschaft...;Choose�
619;619;49157;49157;@Karl_Lauterbach Wo kommen die aktuellen Zahlen von  ca 300.000 Infektionen her? An den TCern ist seit Tagen wenig los. Vor Wochen standen die Menschen Schlange. Ständig gab es im Ablauf Unterbrechungen (Lüften, Reinigung, Wechsel Schutzkleidung usw). Diese Zahlen passen nicht zum Bild vor Wochen;Choose�
620;620;73058;73058;@A94840805 @GoeringEckardt @emiliafester @janoschdahmen waschlappen.;Choose�
621;621;251;251;@SWagenknecht So ein kleines Dummerchen;Choose�
622;622;35269;35269;@punkteflo @FuestClemens @n_roettgen @schnellenbachj Du bist eine Hohlbirne.;Choose�
623;623;61077;61077;@Karl_Lauterbach Hasse diese Aussage ‚er schützt ältere und kranke‘ BULLSHIT! Tut er eben nicht der einzige der vor schwerem Verlauf und Tod geschützt ist man SELBST! Kann die scheiße nichtmehr hören von diesem Affen. 🙄;Choose�
624;624;4620;4620;@ChristianSchaft @die_linke_th @dieLinke @trabertwaehlen @bodoramelow @SusanneHennig @GrosseRoethig @TLTkeller @RLenkert @St_Dittes @Linksfraktion @Linke_Thl Niemand mag Heuchler voller abstoßender Doppelmoral!;Choose�
625;625;16079;16079;@JTrittin Wie kann man nur so ekelhaft menschenverachtend sein. Für wen wird es denn teuer? Wer muss frieren?  Wer wird in noch größere Armut fallen? Der dumme Pöbel wird es sein. Keiner von euch.;Choose�
626;626;57987;57987;@mesarosch opfer;Choose�
627;627;74874;74874;@neeleida @Ropde_ @GrueneBundestag @janoschdahmen Genau das ist er. Ich ertrage diesen #GruenerMist nicht mehr. Dieses Pack denkt die sind was besseres mit ihren 15% und fahren alles gegen die Wand und lügen ohne Ende. #RuecktrittAnneSpiegel ist auch noch im Amt. Furchtbar. #NiewiederGruene 🤮🤮🤮🤮 https://t.co/lDKIJNXP22;Choose�
628;628;79776;79776;"@janfleischhauer @ABaerbock Und was hilft es Dir? Ihr Neurechten habt doch auf ganzer Linie versagt. Euer Idol ist - nicht erst seit heute morgen bekannt - ein kranker Mensch. Wie Hitler auch.

Und Du kommst mit solchen Dümmlichkeiten um die Ecke.";Choose�
629;629;48889;48889;@Ralf_Stegner @Karl_Lauterbach Ihr Lauterbach steht komplett neben sich wie Ihr alle von der SPD !!! Pfui Teufel !;Choose�
630;630;24093;24093;@janoschdahmen @Ricarda_Lang @dieschmidt @till_steffen @MAStrackZi @KatrinHelling @DirkWieseSPD Das kommt niemals. Ihr Menschenhasser könnt abrüsten. #GameOver;Choose�
631;631;83423;83423;@GoeringEckardt @cducsubt Na, arbeitet Ihr widerlichen Menschenhasser schön brav auf die Enteignung der Deutschen ab dem 01.01.2024 hin? Lastenausgleichsgesetz und so 😉? Ich kann bei so widerlichem Drecksscheiss einfach nur noch kotzen 🤮 🖕🏻;Choose�
632;632;69661;69661;@cdm2311 @nordlicht_909 @PetrBystronAfD @FCBayern @EsMuellert @esmuellert_ Junge,Fehlanzeige,hab ein mächtiges Gemüt,hau ich Dir gleich um de Ohren,net war?DummDepp,blöder...;Choose�
633;633;47727;47727;@markusschmalzri @minju7s @CE_65 @Karl_Lauterbach Ja das sind die hetzer👍;Choose�
634;634;69246;69246;@StBrandner Mich kann sie mit „Wir“ nicht meinen, ist nicht meine links-außen Tussi.;Choose�
635;635;80673;80673;@AnAudretsch Job verfehlt. Der Bundestag ist ein Platz für den inhaltlichen Diskurs. Wenn einer von ihren Klugscheissern ein reguläres Verbotsverfahren für die AFD durchbekommen hätte, wäre es anders. Jetzt antworten Sie gefälligst für das Geld, dass Ihnen die Bürger geben.;Choose�
636;636;79232;79232;"@Kinderdoktorin @ABaerbock Leider nicht. Diese Menschen sind komplett schamlos und fühlen sich in ihrer Drecksideologie pudelwohl.
Auswanderung nach Russland liegt nahe - aber ohne Rückfahrkarte bitte";Choose�
637;637;59450;59450;@sunstar1606 @Martina_Blocks @DrPuerner @Karl_Lauterbach Ich glaube eher, Sie fallen auf den ganzen Mist rein, was KL so rausbringt, anscheinend reflektieren sie nicht genug und können anderen nicht ihre Meinung lassen…na, da weiß man ja schon gleich, wer sich hat impf… lassen!!!;Choose�
638;638;58719;58719;@Weisse_Kerze @444333account @AnneWillTalk @n_roettgen @annewill @vonderleyen @larsklingbeil @SWagenknecht @ConStelz @DasErste Die merken offenbar in ihrem Paralleluniversum echt nicht mal ansatzweise, wie komplett lächerlich sie sich mittlerweile nur noch machen.;Choose�
639;639;79516;79516;@GrueneBundestag @BriHasselmann @katdro Danke für eure beschi..ene Energiepolitik, die Putin Tür und Tor geöffnet hat um Frieden, Demokratie und Freiheit in Europa zu zerstören. Ihr seid ein Witz, meine Stimme kriegt ihr nicht mehr #SWIFToffRussia;Choose�
640;640;60209;60209;"@Karl_Lauterbach Du bist so ein Spinner. Probst du solche Schwachsinnstexte abends beim Fass Wein?
Wie kann man nur so eine Hetzerei betreiben?
Zum kotzen.
 Aber wehe, wehe, wenn ich auf das Ende sehe.";Choose�
641;641;75017;75017;@janoschdahmen Sie sind eine gute Lachnummer.;Choose�
642;642;72555;72555;@LamyaKaddor @emiliafester Ja, auch die Interessen junger Menschen sind wichtig und die wurden in den letzten 2 Jahren massiv eingeschränkt und zwar durch die Maßnahmen. Ich hatte seit 2 Jahren keinen Präsenzunterricht mehr an meiner Uni. Nur um mal ein Beispiel zu nennen.;Choose�
643;643;57423;57423;"@MarkusBlume @spdde @OlafScholz @larsklingbeil @EskenSaskia @KuehniKev Maaßen, Otte, ""Ich halt die Hand auf""-Helmut, Scheuer...
Kleinere Brötchen, bitte.
Alles andere wäre lächerlich.
...
Ups, zu spät.";Choose�
644;644;55191;55191;"@Karl_Lauterbach Heuchler Lügner und Narzisst 
Verrückt Unglaubwürdig und schmuddelig. 
Diese Worte fallen mir bei ihnen ein !!!";Choose�
645;645;67672;67672;"@StBrandner Wer wissen will, wer ein ganz dummer und ekelhAfDer Hetzer ist, wird bei Stephan #Brandner fündig.
#RussischerStiefelknecht #Bückstück #Putin #Hoecke  #Kotzbrocken #Gera https://t.co/MCBUarLkD0";Choose�
646;646;43736;43736;"@_Lykos__ @Karl_Lauterbach ein Laden nach dem anderen wird hops genommen WEIL DU KEIN BOCK HAST.
#KarlAmZug";Choose�
647;647;33269;33269;@CDU @_FriedrichMerz @tobiashans Tja Merz, erst der Hans, nächstes Jahr der Söder;Choose�
648;648;41692;41692;@c_lindner Und ich kann deine Fresse und dein getwitter nicht mehr ertragen... https://t.co/ugTZ2E673r;Choose�
649;649;3468;3468;@b_riexinger Jo Kollege es gibt keinen Verhandlungstisch aktuell. Soll der in Minsk unter der Voraussetzungen stattfinden, dass die ukrainische Armee kapituliert? Die Linke macht sich hier absolut lächerlich, zum Glück habe ich euch nicht gewählt.;Choose�
650;650;69077;69077;"Wer ist der niveaulosester Hetzer in der #AFD ?
Frage für @StBrandner";Choose�
651;651;61216;61216;"Wenn man gerade @LFC vs. @LCFC  in der #PremierLeague schaut,dann bekommt Tränen in den Augen. Volles Stadion, alle ohne Maske.
Schaut man hier in den Stadien am Wochenende,max 10.000 Zuschauer bei 2G+.Einfach nur noch lächerlich. 
#Ministerkonferenz @Karl_Lauterbach #Regierung";Choose�
652;652;57123;57123;Ich weiß, klingt irre - aber ich habe die abwegige Meinung, solche Qualitätskontrollen zu machen, war auch Aufgabe des @jensspahn und *ist* jetzt Aufgabe von @Karl_Lauterbach - aber was weiß ich schon. Immobiliengeschäfte und 9999€ Dinner sind auch wichtig. Schamlos! https://t.co/TUvyv9BDIK;Choose�
653;653;34741;34741;@_FriedrichMerz @ZelenskyyUa Echt hart, wie viele Speichellecker hier ihre Kommentare hinterlassen. Deren Schlachtruf lautet wohl „Wir wollen unseren Kaiser Friedrich wieder“. Unglaublich 🤮;Choose�
654;654;72765;72765;@GrueneBundestag @emiliafester Opfer @emiliafester;Choose�
655;655;52513;52513;"@Karl_Lauterbach Du kannst mich gepflegt am Arsch........!
Und wir ganz bestimmt nicht!";Choose�
656;656;2837;2837;@Marcl5000 @Claudia77383293 @SWagenknecht Wie oft soll man dumm dödel wie dir noch erklären, dass es solche Versprechungen nie gegeben hat. Du bist ein nützlicher Idiot nichts weiter, mach die Augen auf.;Choose�
657;657;42684;42684;@ZDFfrontal @ZDF äh.....das wäre so oder so gekommen...die grünen wollen einen preis von 2,50 euro je liter....finde es dreist das jetzt auf den krieg abzuschieben...@c_lindner weiß gar nicht mehr wohin mit dem ganzen geld aus den steuern vom sprit;Choose�
658;658;74820;74820;@GrueneBundestag @janoschdahmen Grüner Mist hält zu grünem Mist.;Choose�
659;659;4215;4215;"""Fehlentscheidung""? Warum nennen Sie es nicht #Kriegserklaerung was #Putin da gerade veranstaltet. Diese #Russland Treue der #Linke wie auch gestern von @SWagenknecht bei #AnneWill ist einfach nur noch lächerlich. https://t.co/tRTD6ApGcw";Choose�
660;660;62109;62109;@virchow_de @JulianRoepcke @ZaraRiffler @schaefer_j @juliusboemmes @Karl_Lauterbach Opfer https://t.co/lThU80KejW;Choose�
661;661;86415;86415;@jensspahn @cducsubt Das ist so lächerlich Herr Spahn.Was haben Sie eigentlich Sinnvolles die letzten 16 Jahre gemacht?;Choose�
662;662;6580;6580;"@MMittermeier Dank Leuten wie z. B. @Beatrix_vStorch #AFD
Diese Menschen sind Brandstifter.";Choose�
663;663;42375;42375;@sixtus @c_lindner ... trink weniger Kaffee, Du Spaßvogel !;Choose�
664;664;31521;31521;"Der Warnhinweis zu diesem Tweet von @Twitter ist eine Unverschämtheit.
#BigTech behandelt freie Bürger wie kleine, dumme Kinder.
#FDP @MarcoBuschmann https://t.co/WyDR9PoAbg";Choose�
665;665;64214;64214;@ali_spirkl @Marcus_Buehl Sie meinen die Linke, die FDP, SPD, CDU, CSU, die Grünen? Die Parteien die Verbrecher beherbergen, Betrüger, Lügner, Hochverräter! Klar, dann haben Sie Recht!;Choose�
666;666;11279;11279;"@Oliver_Krischer @BriHasselmann @_FriedrichMerz Lieber Herr Krischer, Sie sind ein verdammter Hetzer!

 Sie haben die Rede vlt gehört aber leider nicht verstanden!";Choose�
667;667;15719;15719;@EskenSaskia @Bundeskanzler @OlafScholz @derspiegel Frau @EskenSaskia ist wirklich eine Lachnummer!😂😂😂;Choose�
668;668;80056;80056;@klaaskramer @fensterschublad @AuswaertigesAmt @ABaerbock Putin macht alles richtig zum Ärger der westlichen Besserwisser. Da lässt man sich aus lauter Verzweiflung den #Russenbot  einfallen. Helau + Alaaf!;Choose�
669;669;49931;49931;.@spdde @larsklingbeil @KuehniKev bitte schmeisst den Typen mal raus. Statt zu erzählen, wie es in Moskau so läuft, schreibt der Typ so 1 Brief. Welche Werte der SPD verkörpert dieses Scheusal noch? https://t.co/EDZzyWVo8S;Choose�
670;670;31013;31013;@AnAudretsch @janoschdahmen @dieschmidt @KatrinHelling @MAStrackZi @DirkWieseSPD Je länger ich dein Profil anschaue desto klarer wird mir was für ein Suppenkasper du bist. Zurück in den Zirkus du Clown🤡;Choose�
671;671;85021;85021;@Axlban @sven_kindler @janoschdahmen Immer das selbe: Passt nicht ins Konzept = Querdenker;Choose�
672;672;40883;40883;@twittschler @Deutsche_Songs @c_lindner Heut zu Tage ist so gut wie jeder Politiker, ein Verbrecher. Pfui!🤢;Choose�
673;673;85440;85440;@janoschdahmen Depp, das war wohl nix mit abschießen in Twitter. Da seit ihr Undemokraten immer schnell dabei. Die Grünen sind die schlimmesten Kriegstreiber. Eine Außenministerin, die keinen deutschen Satz formulieren kann. Ein Wirtschaftsminister der gerne aus der Kloschüssel trinkt.;Choose�
674;674;44730;44730;@tomdabassman @rosidaggi @welt @AnneWillTalk Nach dem 2ten Satz von @Karl_Lauterbach  habe ich den Video abgebrochen. Wir sind ja in D einiges an Lügen gewohnt, aber das ist so dreist und offensichtlich - ohne jeden Widerstand der Medien (ausser Welt), das ist unerträglich.;Choose�
675;675;13316;13316;"@Ricarda_Lang Ricarda, wir sind schon in Eskalationsstufe viel weiter. Nur weil du neu bist, musst du nicht den alten Quark von der Vorgängerregierung nachplappern. Die #Impfpflicht scheitert. Hat Dir das Dein Snickers noch nicht verraten?
Du bist nur laut, wenn Du schnarchst.";Choose�
676;676;65850;65850;@AfDimBundestag @PetrBystronAfD Vaterlandsverräter - ab nach Russland mit euch;Choose�
677;677;30834;30834;@Kiouki @brigitte_d @MarcoBuschmann Oha, mit ihnen diskutiere ich nicht weiter, sie sind kein deut besser wie die Querdenker, sie haben sich nur auf der anderen Seite radikalisiert und sind ein Fanatiker. Ein rationales Gespräch ist da niemals möglich.;Choose�
678;678;60628;60628;@BMG_Bund @Karl_Lauterbach Haut ab!;Choose�
679;679;72739;72739;"@JkGO14 @ElefantImRaum2 @janoschdahmen Aha. Jemand will sich nicht impfen lassen. Als Folge ist er seinen Job los und damit seine wirtschaftliche Existenz. Das reicht Ihnen aber noch nicht, er soll auch keine Sozialleistungen bekommen, also obdachloser Bettler werden.
Und da sind Sie stolz drauf? Prima.";Choose�
680;680;60997;60997;@Karl_Lauterbach Es heißt das Omikron nur einen schwachen Verlauf hat, wieso wird das deutsche Volk so verarscht von euch Polotikern ???? Beendet endlich die Studie !!!!! Wir wollen keine Versuchskaninchen mehr für euch sein. Ihr redet doch eh nur Scheiße und belügt und betrügt uns alle.;Choose�
681;681;22195;22195;"@MiRo_SPD @avucic Reicht es denn nicht für alle , das unsere Regierung dem Putin schon mit "" du,du,du böser Putin"" gedroht hat ich glaube zumindest das der sich bei diesen Danktionen gekrümmt hat vor lachen!";Choose�
682;682;51247;51247;@AsiFinanz @oida_grantler @Karl_Lauterbach Was bist n du für a Vogel.;Choose�
683;683;38205;38205;@Amira_M_Ali @n_roettgen Die USA SIND der Konflikt. Herr Röttgen als 5.Kolonne wird nicht müde, auch als Schranze unter Merkel,sein möglichstes zu tun, um Deutschland zu schaden. Nicht umsonst hat sie ihn nach krachender Niederlage zum Minister ernannt. Jetzt seit Jahren Kriegstreiber. Pfui!;Choose�
684;684;7282;7282;@heizer_heinz @Jakob16082464 @AfDimBundestag @GrueneBundestag @Beatrix_vStorch Widerliche Kackbratze. Sorry, da war mir grad danach.;Choose�
685;685;2433;2433;@SWagenknecht Aber das hat doch so schön in das öffentlich-rechtliche Freund/Feind Denkschema gepasst. Wieder nichts. Die schöne Propaganda. Alles umsonst.  (Satire aus);Choose�
686;686;79464;79464;"Die Sanktionen sind lächerlich, @vonderleyen, @Bundeskanzler &amp; @ABaerbock. #StandWithUkraine #stopWar https://t.co/jff59uDgnJ";Choose�
687;687;36535;36535;@n_roettgen Ich hoffe das die Wahrheit, was Ihr so unverholen unterstützt mal den richtigen Shitstorm nach sichj zieht, Ihr verdammten Dummschwätzer, und Möchtegern klugen Vollpfosten! Das nämlich kritisiert Ihr nämlich nicht, weil euch die Klammer geht! https://t.co/DGgGzyLkX4;Choose�
688;688;63826;63826;"@maischberger @Karl_Lauterbach erkältung? ach, mist. hatte gehofft es wären wachstumsschmerzen von seinem rückgrat.
aber schön, dass @Karl_Lauterbach hier mit gutem beispiel voran geht. erkältet? bleib zu hause!";Choose�
689;689;62244;62244;"@AnnelenKramer @Karl_Lauterbach @Chrissip81 @Judith__Sauer @janoschdahmen Ungesunde Hautfarbe und so?

Mir wird ganz anders, wenn ich sehe, wie seltsam marmoriert die Haut meiner Kinder seit der Covidinfektion vor 2-3 Wochen aussieht... zwar nur ein Mal infiziert bisher, aber das ist mir schon ein Mal zu viel. 😫";Choose�
690;690;35516;35516;"@n_roettgen Sanktionen schädigen nur das eigene Volk.
Warum liefern wir Waffen in Kriegsgebiete ? Warum beteiligen wir uns am Krieg ? 
Eine Bande von Clowns in der Regierung 
..man kann nur lachen über das ganze Schmierentheater der Propaganda Medien.";Choose�
691;691;51871;51871;@Karl_Lauterbach Karl, Du stehst für das Schlechte in der Politik. Du verdrehst Zahlen, verbreitest nach außen Panik, obwohl Du intern von einer milden Erkrankung sprichst, bist ein skrupelloser Menschenfeind. Du bist genau der Politiker, den viele Deutsche brauchen ❤❤❤;Choose�
692;692;3573;3573;@latexgott666 @SWagenknecht Was bist denn du für einer??? Eine Witzfigur eines Putintrolls. Du machst das nicht einmsl gut. Zu plump, zu offensichtlich. Mach das gefälligst subtiler. #Putintrolle;Choose�
693;693;29656;29656;@GieslerIris @_donalphonso @MarcoBuschmann Mir tut Buschmann leid, dass ihn irgendeine PR Abteilung dazu gezwungen hat, den gelben Rolli zu tragen. 😁 Es verdeutlicht aber, dass der Mann kein Rückgrat hat. Ich hätte mich nicht zum Clown machen lassen nur um - ja was eigentlich? Botschaften zu senden? Welche?;Choose�
694;694;45542;45542;@Heike_N_aus_H @aktuelle_stunde @Karl_Lauterbach @WieselerSusanne Es kann sich auch jeder dauerhaft einsperren lassen. Dann gibts keine Pandemie. Die psychologischen und soziologischen Folgen sind so Radikalen wie Ihnen ja egal. Scheiss auf die Gesundheit unserer Kinder. Das ist ihr Standpunkt.;Choose�
695;695;82902;82902;"@GrueneBundestag @katdro Das sind einige Punkte, JA!
Es hilft nur der Ausbau ALLER EE sofort!
Elektro aus PV,Wind,Wasser,Bio Energie,
H2per Elektrolyse Preis 12 ct./kWh zu teuer!
https://t.co/0tNFFBxCxW
H2aus Bio-Abfall immer verfügbar Preis 3 ct./kWh und CO2 kann in e-Fuels gewandelt werden
ALT  lesen https://t.co/5m2JkboPdt";Choose�
696;696;68192;68192;@ARD_BaB @Tino_Chrupalla Wieso muss man dummen Nazis ein Mikro vor die Fresse halten?#fckafd #FCKNZS #NazisRaus;Choose�
697;697;59102;59102;@phoenix_de @Karl_Lauterbach @rki_de Die Lage gut, Omikron ist da, die Lage ist schlecht Hr. #Lauterbach ist noch da, Märchenstunde, Geschichten die die Glaskugel preisgibt, Rücktritt Hr. Lauterbach;Choose�
698;698;19361;19361;"@MatthiasHauer Das stimmt. die #DeutscheWelle ist kein Propagandasender der russischen Regierung. 

Sie sind ja der Hammer!
Werden Sie bitte Politiker von Beruf. 
Sagen Sie gerne Bescheid, wenn es soweit ist.";Choose�
699;699;37283;37283;"@_FriedrichMerz @CDU Sie wissen,daß nur bestimmte Banken ausgeschlossen werden vom Swift.Entweder ganz oder gar nicht.Keinen Kuhhandel mit Russland.
You know that only certain banks are excluded from the Swift. Either completely or not. No cow trading with Russia.
#Ukrainians";Choose�
700;700;13408;13408;"Unfassbar, was sich @Ricarda_Lang anhören muss. Beleidigt als „grüne Tonne“ - ausgerechnet von einer bekannten PR-Chefin. 

Im Kampf ist das Wording ganz entscheidend. Wer Rhetorik der Nazis übernimmt, ist ein Wegbereiter.

#Gruenen #Lang 

https://t.co/KESwq6Fl9E";Choose�
701;701;68133;68133;@Hendrixx_T6 @Jackisback110 @Nicole_Hoechst Thematisieren und Pöbeln sind zwei verschiedene Sachen. Wer hier dauernd von Diktatur, Staatsfunk oder Merkelmilizen wie Brandner redet, will nur den Pöbel auf der Strasse mobilisieren! #EkelhAfD;Choose�
702;702;35117;35117;@n_roettgen Halt die Fresse, du Dödel!;Choose�
703;703;33645;33645;"@OnPoint123456 @Lam3th @_FriedrichMerz
 ist ein ungehobelter Rüpel, #NieMehrCDUCSU";Choose�
704;704;72277;72277;"@KatyimHPunkt @emiliafester Die Emilia ist für mich ein  Symbol was mit Deutschland falsch ist.

Solch ein Wesen im Bundestag ist echt problematisch.";Choose�
705;705;1436;1436;@Nordlicht_78 @29fc087a44164e8 @brovonmakel @PaulBaumann20 @SWagenknecht Vogel Strauß Taktik;Choose�
706;706;68183;68183;@StBrandner Sagt ein Knecht jener AfDer-Partei, dessen Mitknechte jeden Nichtnazi auf Twitter blockt.... Hey Kloverstecker, meiner Meinung nach, sollten Sie in Rente gehen.... in Russland ..... oder Belarus..... dürfen Sie sich aussuchen...;Choose�
707;707;73803;73803;@ARD_BaB @emiliafester Ja! Sag ich doch  Würdet ihr mehr ficken, dann ging es der Trulla besser?;Choose�
708;708;41452;41452;@VQuaschning @BMWK @Wissing Und im Winter kommt man dann halt gelegentlich nicht weg, weil gerade Flaute war? Das klingt wirklich scheiße.;Choose�
709;709;42754;42754;"@RapisRapuli @VQuaschning @fdp @c_lindner Ich freue mich wenn's klappt und am Ende alles bezahlbar ist. Nur glaube ich nicht dran. Funktioniert bis jetzt alles nur in den Köpfen der Schlaumeier. Bin alt genug nicht mehr an große Ankündigungen zu glauben.
Urteilsvermögen Sicherheitspolitik ein aktuelles Beispiel.";Choose�
710;710;53756;53756;@zettberlin @Karl_Lauterbach wird es nicht. Und das wissen Sie Schwätzer.;Choose�
711;711;75864;75864;"@SoniaMarima @janoschdahmen @dtrickb Es ist ein Unding, den Begriff Nazi inflationär zu verwenden. 
Genauso wie es unangebracht ist,  wenn man einen gelben Stern trägt, ist es nicht nachvollziehbar, mit dem Wort Nazi, um sich zu werfen.
DAS GEHÖRT ALLES VERBOTEN!

 https://t.co/sGHYJOatDt";Choose�
712;712;33310;33310;@p3likaan @MarcoBuschmann @_FriedrichMerz Ich appelliere an alle Parteien bzw abstimmenden Politikern sich gegen eine Impfpflicht zu stimmen. Man kann doch nicht wollen, das kaum noch jemand Steuergelder einbringen kann, weil Krüppel oder Tod... unfassbar. #impfenohnepflicht #Freiheit #lauterbachlügt #lauterbachmussweg;Choose�
713;713;71246;71246;@BriHasselmann Sowas von überflüssig. Was interessiert uns Bürger die sexuelle Ausrichtung unserer Politiker. Die sollen lieber vernünftig für die arbeitende Bevölkerung sorgen. Momentan gilt es , den Frieden zu verteidigen! Hört auf mit diesem Blödsinn;Choose�
714;714;18050;18050;@MatthiasHauer Wenn man den Menschen sagt Haarspangen werden rationiert,laufen die mit Glatze los und kaufen 1000 Stück...;Choose�
715;715;12720;12720;"@RenateKuenast 🇸🇪Sweden öffnet
🇳🇴Norway öffnet
🇩🇰Danmark öffnet
🇫🇮 Finland öffnet
🇬🇧United Kingdom öffnet
🇮🇪 Irland öffnet
🇨🇭Switzerland öffnet
🇲🇹Malta öffnet
🇳🇱Netherlands öffnet
🇨🇿 CSR öffnet
🇵🇱 Poland öffnet

wie ignorant kann man sein?";Choose�
716;716;67414;67414;@StBrandner Richtig so. Nur weil die AfD sich für ein souveränes Deutschland außerhalb einer Transfer-EU einsetzt, heißt das nicht, dass man sich unter die Knechtschaft eines KGB-Terroristen begeben muss. Möge das tapfere ukrainische Volk Putin und seine Horden in die Hölle schicken.;Choose�
717;717;21797;21797;@Bundeskanzler @OlafScholz Wirklich? Jetzt? Das war's? Verräter an Europa, Verräter an Deutschland. Die Geschichte wird Sie zur Rechenschaft ziehen.;Choose�
718;718;59446;59446;"@HilgerAlexander @Karl_Lauterbach An Karl Lauterbach begeistert mich:
A/ Seine Zähne. Wirklich sehenswert!
B/ Diese absolute, konkurrenzlose, reine Verwirrtheit. Würde man solch eine Figur in einem amerikanischen Film sehen, würde man sich denken: ""Die spinnen, die Hollywoodtypen!""";Choose�
719;719;27618;27618;@Ralf_Stegner Politiker sind die faulsten Menschen die es gibt ! Bekommen ein Haufen Kohle für nix ! Sowie der Demenz kranke #kanzler ! Wo ist der überhaupt …#unfähig;Choose�
720;720;14160;14160;@WirSindGruen @nouripour 🤣 Wäre ja eher für eine Raute, kein Eintracht Suppenhuhn...;Choose�
721;721;71366;71366;@Nightwulf69 @Tom11880 @NurderK @katdro Ich weiß noch, wie sie den Telekomikern das VDSL-Vectoring gefördert haben, damit die das alte scheiß-Kupfer noch ein bißchen kaputter ausreizen können.;Choose�
722;722;28824;28824;@ringobonn @phoenix_de @fdpbt @cad59 @fdp Wo ist das Problem eine Maske aufzusetzen? Impfangebot ist auch da! Wer zuviel Angst bestellt online. Simpel.;Choose�
723;723;21927;21927;@Bundeskanzler @OlafScholz @NATO #GaspipelineNordStream1 und #Swift abschalten! Ich habe seit Tagen bei mir Gas abgeschaltet, ich finanziere #Mörder und #Egoisten nicht. Schämt euch deutsche Regierung! Ihr wart gegen die #EU und #NatoAufnahme der #Ukraine! Ihr habt keine Waffen u. erst heute 5T Helme geliefert.;Choose�
724;724;41209;41209;@c_lindner Oh Mann, der Herr Lügner macht’s mal wieder kompliziert. Warum auch einfach wenn es kompliziert geht, aber soll ja keiner durchblicken und die Beamten des Monsterstaatsapparats wollen ja beschäftigt werden;Choose�
725;725;17735;17735;"@SerapGueler #Hans hat Menschen diskriminiert, die sind jetzt zur SPD abgewandert.
Obwohl die kein Deut besser sind, jedoch vielleicht etwas geschickter.
Eines steht jedoch fest, auch das Saarland geht jetzt rapide den Bach runter. #Coronawahn #Inflation #Klimadiktatur zerstören alles…";Choose�
726;726;48345;48345;@Karl_Lauterbach Will kein Schwein sehen geschweige denn hören;Choose�
727;727;72706;72706;@ottohildebrandt @faznet @ABaerbock Ach ja, otto ist auch Impfgegner und ich vermute auch Rassist. Misogynie tritt da sehr häufig auf..;Choose�
728;728;71417;71417;@Beatrix_vStorch @KathrinAnna Leck mich am Arsch🙈 das ist ja vollkommen respektlos 🤢🤮;Choose�
729;729;79334;79334;@ABaerbock Sie sind einfach nur lächerlich 🤣;Choose�
730;730;72822;72822;@GoeringEckardt @emiliafester @janoschdahmen Das ist Sozialismus, wie er leibt und lebt. Kritik an eigenen Parteisoldaten wird wütend als Hass und Hetze weggewischt und die Kritiker werden beleidigt! So ging schon die DDR unter. Gott sei Dank lernen Kommunisten nicht aus schon gemachten Fehlern und gehen immer wieder unter!;Choose�
731;731;37859;37859;@n_roettgen Was mich amüsiert bis erschüttert ist, wenn die gleichen #Kartellparteien, die den Zustand der Wehrlosigkeit, moralisch wie materiell, gezielt herbeigeführt haben, jetzt so tun als wären ihre Ansichten relevant. Eunuchen drohen mit Vergewaltigung? Einfach nur noch lächerlich!;Choose�
732;732;82364;82364;"@ZusammenAlle @GoeringEckardt @GansGruen @BriHasselmann Frau von Storch sagt ja nur die Wahrheit.
Aber Stopp, wenn ""Nazis"" die Wahrheit sagen kann es ja nicht die Wahrheit sein !!

Einfach nur komisch und nicht normal in was für einer Gesellschaft wir leben.";Choose�
733;733;9364;9364;@geitling @BartlingTobias @RenateKuenast @berndulrich Brot schmeckt besser und Weizen ist nicht giftig mit irgendwelchem Pestizid. Die achten halt die Natur und außerdem geht's nicht nur um Profit, aber die Kunden sind halt auch bereit anständig zu zahlen. (Was sich rentiert, da weniger Gesundheitsausgaben). Denk mal drüber nach.;Choose�
734;734;78400;78400;@Jennyfe48131538 @ABaerbock @G7 @DmytroKuleba Ernsthaft? Sie ist die größte Lachnummer! Fast so erbärmlich wie Lauterbach. Eine Schande für das Land. Sie bekommt ja nicht mal einen fehlerfreien Satz raus….;Choose�
735;735;59016;59016;@phoenix_de @Karl_Lauterbach @BMG_Bund Welche Impflücke? Könnte man den Mann mal hinterfragen. Wo hat GB mehr Geimpfte als D? Der Mann hat ja schon gesagt, dass Corona frühestens in 40 Jahren so wie eine Grippe wird, obwohl Corona das bereits ist (siehe Mortalität). Was für ein Lügner.;Choose�
736;736;17770;17770;@MAStrackZi @hahnflo Stellt doch einfach Agnes dann in vorderste Front- das ist Abschreckung ohne Waffen!;Choose�
737;737;52192;52192;@OMGw16 @BMG_Bund @Karl_Lauterbach Der müsste schon für die alle Lügen in der Hölle enden...;Choose�
738;738;80112;80112;@puki4719 @ABaerbock @DmytroKuleba Ein rechter Versager hier auf Twitter.;Choose�
